Id,SalePrice
2326,178938.83
2327,202905.48
2328,214168.35
2329,183081.97
2330,178300.51
2331,336301.1
2332,399255.84
2333,313545.39
2334,280176.29
2335,302572.7
2336,311331.81
2337,199098.46
2338,251300.4
2339,230428.58
2340,375424.29
2341,206490.08
2342,238862.0
2343,227870.76
2344,231884.66
2345,230016.52
2346,203523.74
2347,191770.97
2348,230126.09
2349,170271.1
2350,300154.87
2351,258340.83
2352,253897.47
2353,252579.61
2354,140923.84
2355,157157.8
2356,162193.81
2357,195285.56
2358,188594.82
2359,119873.94
2360,105907.63
2361,138756.11
2362,259182.06
2363,161897.6
2364,179735.36
2365,208421.3
2366,184415.39
2367,207898.48
2368,203541.31
2369,193807.15
2370,163345.8
2371,159003.14
2372,198143.59
2373,288418.64
2374,297170.79
2375,247972.56
2376,281408.36
2377,323607.83
2378,148394.78
2379,224835.89
2380,146164.88
2381,171474.69
2382,209786.5
2383,197190.33
2384,232361.76
2385,159179.31
2386,126165.77
2387,125614.44
2388,96800.62
2389,107450.13
2390,139683.51
2391,127049.58
2392,111292.36
2393,167983.18
2394,144576.36
2395,212625.93
2396,140747.76
2397,211119.92
2398,128539.35
2399,56220.76
2400,54977.97
2401,115199.37
2402,137132.69
2403,132311.17
2404,137876.16
2405,168855.95
2406,130990.85
2407,123023.03
2408,142630.35
2409,112127.88
2410,184568.84
2411,101559.27
2412,146815.15
2413,121459.9
2414,150657.79
2415,131819.55
2416,120557.88
2417,122978.87
2418,120680.1
2419,121084.75
2420,109158.44
2421,124040.03
2422,88790.76
2423,110106.92
2424,151600.08
2425,208547.08
2426,120552.84
2427,114371.0
2428,193879.83
2429,100555.13
2430,133470.27
2431,94803.06
2432,140472.79
2433,146477.6
2434,141026.39
2435,158067.14
2436,109223.92
2437,96120.86
2438,101644.01
2439,97871.72
2440,119037.37
2441,103362.43
2442,86678.01
2443,136929.81
2444,101800.8
2445,73529.29
2446,126930.85
2447,192957.6
2448,131323.32
2449,105082.95
2450,141925.74
2451,112401.07
2452,192522.86
2453,87558.91
2454,95334.56
2455,114829.54
2456,141346.67
2457,121315.76
2458,129246.61
2459,103151.76
2460,149502.98
2461,130128.34
2462,130588.73
2463,124708.43
2464,172102.14
2465,127167.84
2466,119993.88
2467,144751.81
2468,71926.37
2469,66128.25
2470,204099.45
2471,213772.57
2472,158866.32
2473,107583.61
2474,61924.7
2475,216661.4
2476,97366.05
2477,95417.44
2478,137973.86
2479,100773.84
2480,160333.41
2481,127448.34
2482,108819.48
2483,102550.76
2484,126609.95
2485,119404.61
2486,150851.96
2487,183940.85
2488,161483.06
2489,151589.03
2490,145134.33
2491,97017.95
2492,192658.25
2493,150875.91
2494,136945.88
2495,80736.53
2496,235144.51
2497,145119.19
2498,93887.5
2499,62337.35
2500,98507.12
2501,132035.36
2502,143927.82
2503,87836.53
2504,161404.7
2505,216881.61
2506,248620.07
2507,269931.27
2508,248788.84
2509,217324.84
2510,210153.75
2511,176526.58
2512,223221.39
2513,223036.1
2514,269735.75
2515,134503.11
2516,165996.97
2517,138861.12
2518,142867.4
2519,231180.53
2520,211857.12
2521,187440.34
2522,217354.63
2523,108837.99
2524,123356.86
2525,121873.84
2526,135742.04
2527,111663.47
2528,119222.36
2529,145320.35
2530,119633.05
2531,257404.64
2532,216286.84
2533,201380.86
2534,249464.62
2535,274222.16
2536,227540.5
2537,241506.67
2538,177609.44
2539,193524.69
2540,172695.2
2541,181509.93
2542,163421.35
2543,123759.09
2544,104670.9
2545,122445.33
2546,127850.65
2547,140721.04
2548,158823.56
2549,147631.44
2550,598619.85
2551,153627.34
2552,134409.83
2553,64900.16
2554,74918.24
2555,98721.63
2556,75144.69
2557,96804.24
2558,172056.58
2559,133747.9
2560,144771.22
2561,150114.02
2562,141922.34
2563,148695.08
2564,198058.29
2565,149446.99
2566,144458.58
2567,123470.49
2568,195970.79
2569,197965.45
2570,112240.03
2571,180517.44
2572,167756.71
2573,213287.9
2574,287323.9
2575,129032.86
2576,120144.08
2577,155905.13
2578,66004.99
2579,19914.3
2580,111414.84
2581,121868.23
2582,124444.44
2583,289233.85
2584,151897.89
2585,181179.7
2586,208679.18
2587,188982.66
2588,131276.31
2589,139048.75
2590,200424.36
2591,262550.66
2592,204774.93
2593,244739.9
2594,167814.97
2595,219781.37
2596,291896.02
2597,199860.88
2598,278720.64
2599,348401.17
2600,160330.72
2601,157490.32
2602,64039.3
2603,81227.47
2604,81960.29
2605,63919.53
2606,132845.75
2607,221669.28
2608,194353.64
2609,163164.47
2610,94454.24
2611,130441.71
2612,151515.9
2613,120521.16
2614,107310.24
2615,160605.9
2616,156365.31
2617,194252.68
2618,229007.38
2619,203945.63
2620,184668.71
2621,166095.9
2622,176663.02
2623,230736.91
2624,266370.11
2625,270302.92
2626,168023.48
2627,167388.47
2628,414556.62
2629,462994.16
2630,354498.81
2631,414298.92
2632,382544.79
2633,304635.61
2634,401961.9
2635,150825.12
2636,183459.62
2637,213387.09
2638,251055.31
2639,178091.89
2640,148887.84
2641,88046.61
2642,167451.57
2643,116955.64
2644,110648.63
2645,108325.97
2646,94052.42
2647,110027.17
2648,134395.32
2649,155840.87
2650,128994.0
2651,123763.77
2652,369926.1
2653,265273.44
2654,276423.13
2655,399496.73
2656,329146.75
2657,343482.41
2658,317350.48
2659,328446.64
2660,345947.88
2661,355526.15
2662,381367.58
2663,275377.64
2664,296378.89
2665,330404.15
2666,292371.45
2667,166990.59
2668,177391.1
2669,178211.87
2670,266739.34
2671,178858.5
2672,189548.38
2673,200451.85
2674,201083.84
2675,180650.47
2676,194651.23
2677,187899.14
2678,241626.69
2679,281725.05
2680,298996.35
2681,403716.28
2682,324229.82
2683,475235.99
2684,337355.3
2685,329214.99
2686,248451.06
2687,271868.23
2688,217017.36
2689,200253.46
2690,344708.06
2691,189937.57
2692,151939.45
2693,200846.94
2694,144753.47
2695,197946.66
2696,189472.3
2697,183148.65
2698,202276.83
2699,158590.33
2700,134971.62
2701,152390.28
2702,122165.63
2703,145779.32
2704,136371.03
2705,104649.22
2706,104308.82
2707,128460.75
2708,113947.24
2709,100722.06
2710,118945.33
2711,277087.3
2712,387974.96
2713,161247.35
2714,146724.06
2715,168478.58
2716,143309.12
2717,197392.64
2718,222442.28
2719,125363.4
2720,193663.46
2721,128404.02
2722,166694.63
2723,167099.68
2724,123321.72
2725,115059.25
2726,136197.17
2727,168591.69
2728,176878.5
2729,132052.49
2730,143483.72
2731,125124.26
2732,131412.16
2733,153000.91
2734,147950.65
2735,127785.54
2736,126276.2
2737,102003.34
2738,119129.46
2739,144884.82
2740,143626.6
2741,147484.27
2742,170273.41
2743,160857.34
2744,157085.89
2745,149452.48
2746,123982.99
2747,172065.18
2748,107048.51
2749,125516.31
2750,102004.4
2751,130160.05
2752,212403.31
2753,134422.21
2754,204745.61
2755,130688.01
2756,67291.21
2757,62887.54
2758,67962.1
2759,145891.61
2760,120395.09
2761,136418.67
2762,132571.31
2763,194652.04
2764,176036.76
2765,274248.7
2766,103351.31
2767,71328.15
2768,115425.49
2769,131779.96
2770,150860.36
2771,98276.21
2772,93997.62
2773,179242.03
2774,147188.12
2775,110186.81
2776,137996.73
2777,148824.93
2778,113016.06
2779,120116.75
2780,92287.44
2781,71995.06
2782,81794.56
2783,71183.57
2784,110090.35
2785,136708.64
2786,40754.81
2787,121926.24
2788,52213.57
2789,168629.53
2790,81267.8
2791,107336.7
2792,50057.35
2793,152867.55
2794,85928.83
2795,116233.79
2796,80134.74
2797,219105.7
2798,118509.07
2799,112403.45
2800,62561.48
2801,98793.1
2802,127896.5
2803,168187.45
2804,129067.27
2805,94031.89
2806,68023.31
2807,170766.25
2808,153814.9
2809,112637.6
2810,121841.19
2811,167994.08
2812,184608.79
2813,143974.8
2814,147059.69
2815,103681.14
2816,204271.4
2817,142149.87
2818,129191.57
2819,179422.43
2820,124046.8
2821,106416.15
2822,193090.08
2823,301195.02
2824,167760.37
2825,167013.84
2826,136337.91
2827,130230.52
2828,243270.94
2829,210538.94
2830,211912.92
2831,185139.96
2832,224100.44
2833,305006.72
2834,224801.02
2835,229983.26
2836,206984.79
2837,157272.11
2838,141279.98
2839,176269.34
2840,196573.26
2841,195774.56
2842,219182.95
2843,146061.69
2844,169278.9
2845,118395.66
2846,205377.92
2847,201193.12
2848,203137.44
2849,200422.63
2850,272076.93
2851,216010.89
2852,228073.51
2853,226844.08
2854,145340.66
2855,196769.04
2856,196211.97
2857,195044.39
2858,202862.01
2859,76748.16
2860,109701.87
2861,126006.91
2862,196682.37
2863,135446.22
2864,240685.78
2865,147630.84
2866,153041.75
2867,84870.86
2868,84929.67
2869,85667.14
2870,120967.45
2871,73907.97
2872,2371.62
2873,74918.09
2874,143715.33
2875,111410.8
2876,174516.35
2877,135868.22
2878,159206.57
2879,117763.29
2880,94658.92
2881,129157.77
2882,163830.79
2883,184322.62
2884,205650.13
2885,185372.96
2886,226478.82
2887,106800.49
2888,143230.9
2889,33787.13
2890,68082.5
2891,144122.44
2892,37321.91
2893,93607.84
2894,32552.79
2895,341898.98
2896,302393.83
2897,208503.29
2898,144223.64
2899,222129.12
2900,154408.94
2901,202542.39
2902,186096.91
2903,299507.35
2904,331649.18
2905,66511.17
2906,218273.57
2907,115236.78
2908,116987.65
2909,136280.24
2910,58942.14
2911,67650.55
2912,154170.88
2913,69330.83
2914,63456.52
2915,75496.01
2916,72852.34
2917,168739.79
2918,102181.65
2919,221979.07
